,predicted_mean
2024-08-18 12:00:00+00:00,1.560699499946168
2024-08-18 13:00:00+00:00,1.2379253543479425
2024-08-18 14:00:00+00:00,1.2112526618736192
2024-08-18 15:00:00+00:00,1.2728846638768794
2024-08-18 16:00:00+00:00,1.050683089516629
2024-08-18 17:00:00+00:00,1.0044200336575704
2024-08-18 18:00:00+00:00,1.198259066971189
2024-08-18 19:00:00+00:00,1.462576630159633
2024-08-18 20:00:00+00:00,1.6129905076309938
2024-08-18 21:00:00+00:00,1.7487725619528909
2024-08-18 22:00:00+00:00,1.3242038971349919
2024-08-18 23:00:00+00:00,1.3870220208009212
2024-08-19 00:00:00+00:00,1.5339993852347675
2024-08-19 01:00:00+00:00,1.5362607788052103
2024-08-19 02:00:00+00:00,1.5163164796560735
2024-08-19 03:00:00+00:00,1.121743440582472
2024-08-19 04:00:00+00:00,1.127441386663776
2024-08-19 05:00:00+00:00,1.2096034143426178
2024-08-19 06:00:00+00:00,1.4414066886918222
2024-08-19 07:00:00+00:00,1.1689939792095327
2024-08-19 08:00:00+00:00,1.233536073387169
2024-08-19 09:00:00+00:00,1.4466465643478459
2024-08-19 10:00:00+00:00,1.4254350029725171
2024-08-19 11:00:00+00:00,1.5543335926171384
2024-08-19 12:00:00+00:00,1.2762416604118019
2024-08-19 13:00:00+00:00,1.2445350480446213
2024-08-19 14:00:00+00:00,1.2199366810645753
2024-08-19 15:00:00+00:00,1.2908692472662135
2024-08-19 16:00:00+00:00,1.0243563864265783
2024-08-19 17:00:00+00:00,0.9512567168522962
2024-08-19 18:00:00+00:00,1.1473018909017036
2024-08-19 19:00:00+00:00,1.5649462728920651
2024-08-19 20:00:00+00:00,1.6204678977826739
2024-08-19 21:00:00+00:00,1.7743389784399008
2024-08-19 22:00:00+00:00,1.3679577449442546
2024-08-19 23:00:00+00:00,1.4709302438282985
