,predicted_mean
2024-08-18 12:00:00+00:00,1.803981896498012
2024-08-18 13:00:00+00:00,1.9526040526617559
2024-08-18 14:00:00+00:00,1.830151060232767
2024-08-18 15:00:00+00:00,1.5758804402311168
2024-08-18 16:00:00+00:00,1.5148020800416866
2024-08-18 17:00:00+00:00,1.5378186944694192
2024-08-18 18:00:00+00:00,1.5471312847391954
2024-08-18 19:00:00+00:00,1.328309203007023
2024-08-18 20:00:00+00:00,1.2467649603677158
2024-08-18 21:00:00+00:00,1.1005207940762363
2024-08-18 22:00:00+00:00,0.9654179327275839
2024-08-18 23:00:00+00:00,0.9670891622280638
2024-08-19 00:00:00+00:00,0.9989275463294987
2024-08-19 01:00:00+00:00,0.914830408024463
2024-08-19 02:00:00+00:00,0.8747438023282885
2024-08-19 03:00:00+00:00,0.8781224589976933
2024-08-19 04:00:00+00:00,0.8768752529163203
2024-08-19 05:00:00+00:00,0.9444209569470277
2024-08-19 06:00:00+00:00,1.3329787038645857
2024-08-19 07:00:00+00:00,1.418440442582189
2024-08-19 08:00:00+00:00,1.791645318125475
2024-08-19 09:00:00+00:00,2.1033266834061357
2024-08-19 10:00:00+00:00,2.0073710663173427
2024-08-19 11:00:00+00:00,2.20442192737551
2024-08-19 12:00:00+00:00,2.211243697719328
2024-08-19 13:00:00+00:00,2.0995085886304774
2024-08-19 14:00:00+00:00,1.817109662034974
2024-08-19 15:00:00+00:00,1.5158186755817047
2024-08-19 16:00:00+00:00,1.446025362527249
2024-08-19 17:00:00+00:00,1.486305482904664
2024-08-19 18:00:00+00:00,1.4295852996660288
2024-08-19 19:00:00+00:00,1.2534454701443964
2024-08-19 20:00:00+00:00,1.1137967822742445
2024-08-19 21:00:00+00:00,0.982023452180559
2024-08-19 22:00:00+00:00,0.8596257316276472
2024-08-19 23:00:00+00:00,0.8495619894028891
