,predicted_mean
2024-08-18 12:00:00+00:00,2.018608057364238
2024-08-18 13:00:00+00:00,1.7925474281231497
2024-08-18 14:00:00+00:00,1.5306522101665143
2024-08-18 15:00:00+00:00,1.3613490203172773
2024-08-18 16:00:00+00:00,1.1520493476891795
2024-08-18 17:00:00+00:00,1.1677138018471234
2024-08-18 18:00:00+00:00,1.3867274551014104
2024-08-18 19:00:00+00:00,0.9335934042568466
2024-08-18 20:00:00+00:00,0.9348295072832212
2024-08-18 21:00:00+00:00,1.017713823030297
2024-08-18 22:00:00+00:00,0.9579742503617332
2024-08-18 23:00:00+00:00,0.995487196791803
2024-08-19 00:00:00+00:00,1.0352196035573953
2024-08-19 01:00:00+00:00,0.9568141623229721
2024-08-19 02:00:00+00:00,0.8212713057026398
2024-08-19 03:00:00+00:00,0.704648768906197
2024-08-19 04:00:00+00:00,0.8614665980471446
2024-08-19 05:00:00+00:00,0.9355513070224099
2024-08-19 06:00:00+00:00,1.0607495305535832
2024-08-19 07:00:00+00:00,2.1317730295665362
2024-08-19 08:00:00+00:00,1.852116567672919
2024-08-19 09:00:00+00:00,2.01828228604255
2024-08-19 10:00:00+00:00,2.0246571588098905
2024-08-19 11:00:00+00:00,2.0131505664966767
2024-08-19 12:00:00+00:00,1.9306948632710377
2024-08-19 13:00:00+00:00,1.7924800726687744
2024-08-19 14:00:00+00:00,1.5856921208463657
2024-08-19 15:00:00+00:00,1.3853523631936007
2024-08-19 16:00:00+00:00,1.0849252551983646
2024-08-19 17:00:00+00:00,1.1063946578830914
2024-08-19 18:00:00+00:00,1.240918451740471
2024-08-19 19:00:00+00:00,1.0481078007718254
2024-08-19 20:00:00+00:00,1.3255039071427648
2024-08-19 21:00:00+00:00,1.4268714142751535
2024-08-19 22:00:00+00:00,1.3292888801088865
2024-08-19 23:00:00+00:00,1.3688392235553533
