,predicted_mean
2024-08-18 12:00:00+00:00,1.0342302246918365
2024-08-18 13:00:00+00:00,1.1323887663300214
2024-08-18 14:00:00+00:00,1.188180180976143
2024-08-18 15:00:00+00:00,1.2786156951934542
2024-08-18 16:00:00+00:00,1.1829125400360692
2024-08-18 17:00:00+00:00,1.102310726576521
2024-08-18 18:00:00+00:00,1.106996364781952
2024-08-18 19:00:00+00:00,1.0197628650871862
2024-08-18 20:00:00+00:00,0.7156629880475951
2024-08-18 21:00:00+00:00,0.8326721030527973
2024-08-18 22:00:00+00:00,0.833058780746149
2024-08-18 23:00:00+00:00,1.030792547469685
2024-08-19 00:00:00+00:00,0.7020192406626988
2024-08-19 01:00:00+00:00,0.7735642415435102
2024-08-19 02:00:00+00:00,0.8372094518724484
2024-08-19 03:00:00+00:00,0.9957461670888813
2024-08-19 04:00:00+00:00,0.7556119045172547
2024-08-19 05:00:00+00:00,0.7277706709848328
2024-08-19 06:00:00+00:00,0.8411626021348064
2024-08-19 07:00:00+00:00,0.940184037062025
2024-08-19 08:00:00+00:00,1.1734635051852336
2024-08-19 09:00:00+00:00,1.279738539233027
2024-08-19 10:00:00+00:00,1.271007776112084
2024-08-19 11:00:00+00:00,1.3338809106465717
2024-08-19 12:00:00+00:00,1.4514033908571726
2024-08-19 13:00:00+00:00,1.3891512514000708
2024-08-19 14:00:00+00:00,1.3538325517347598
2024-08-19 15:00:00+00:00,1.339361922552719
2024-08-19 16:00:00+00:00,1.1856500018404659
2024-08-19 17:00:00+00:00,1.0822241574218627
2024-08-19 18:00:00+00:00,1.068150710932987
2024-08-19 19:00:00+00:00,0.9008434569475119
2024-08-19 20:00:00+00:00,0.7701586258329277
2024-08-19 21:00:00+00:00,0.8699143047764611
2024-08-19 22:00:00+00:00,0.85281969416885
2024-08-19 23:00:00+00:00,0.9120263581900037
