,predicted_mean
2024-08-18 12:00:00+00:00,1050720276.3495691
2024-08-18 13:00:00+00:00,1489326886.73535
2024-08-18 14:00:00+00:00,1544244600.4785347
2024-08-18 15:00:00+00:00,1717803544.4769182
2024-08-18 16:00:00+00:00,1612536873.035019
2024-08-18 17:00:00+00:00,1321477041.9754019
2024-08-18 18:00:00+00:00,1267159431.7967265
2024-08-18 19:00:00+00:00,1053010162.800538
2024-08-18 20:00:00+00:00,572202420.4907871
2024-08-18 21:00:00+00:00,750729455.5414351
2024-08-18 22:00:00+00:00,668493643.2705058
2024-08-18 23:00:00+00:00,766550315.0940744
2024-08-19 00:00:00+00:00,275180714.8255861
2024-08-19 01:00:00+00:00,476366454.72819924
2024-08-19 02:00:00+00:00,526060949.84408164
2024-08-19 03:00:00+00:00,807238852.6837364
2024-08-19 04:00:00+00:00,536713377.34611607
2024-08-19 05:00:00+00:00,346366457.93821883
2024-08-19 06:00:00+00:00,511840859.53900766
2024-08-19 07:00:00+00:00,731830760.7130144
2024-08-19 08:00:00+00:00,1432470450.3434248
2024-08-19 09:00:00+00:00,1564460207.27982
2024-08-19 10:00:00+00:00,1440705128.986188
2024-08-19 11:00:00+00:00,1422740164.801665
2024-08-19 12:00:00+00:00,1720496211.077173
2024-08-19 13:00:00+00:00,1681019569.8432558
2024-08-19 14:00:00+00:00,1651457444.6132698
2024-08-19 15:00:00+00:00,1724380799.7124453
2024-08-19 16:00:00+00:00,1657601054.9759235
2024-08-19 17:00:00+00:00,1343200461.4079475
2024-08-19 18:00:00+00:00,1250258803.2467535
2024-08-19 19:00:00+00:00,1042666840.2497672
2024-08-19 20:00:00+00:00,706165866.0565753
2024-08-19 21:00:00+00:00,890276820.3252434
2024-08-19 22:00:00+00:00,807635712.7463882
2024-08-19 23:00:00+00:00,797267990.0338789
