,predicted_mean
2024-08-18 12:00:00+00:00,1.3852075235563914
2024-08-18 13:00:00+00:00,1.5122389292391873
2024-08-18 14:00:00+00:00,1.6378471021524275
2024-08-18 15:00:00+00:00,1.6529728538517008
2024-08-18 16:00:00+00:00,1.6808126420904985
2024-08-18 17:00:00+00:00,1.6253628859225793
2024-08-18 18:00:00+00:00,1.58314298792136
2024-08-18 19:00:00+00:00,1.8086113664167973
2024-08-18 20:00:00+00:00,1.3433232139607845
2024-08-18 21:00:00+00:00,1.6116787708973148
2024-08-18 22:00:00+00:00,1.6754411094447945
2024-08-18 23:00:00+00:00,1.6872914909012855
2024-08-19 00:00:00+00:00,1.678524855853127
2024-08-19 01:00:00+00:00,1.3213261019663287
2024-08-19 02:00:00+00:00,1.3439723206695318
2024-08-19 03:00:00+00:00,1.1930216361569819
2024-08-19 04:00:00+00:00,0.9497330871900737
2024-08-19 05:00:00+00:00,1.3908202108653207
2024-08-19 06:00:00+00:00,1.3782394505470523
2024-08-19 07:00:00+00:00,1.3558268512311624
2024-08-19 08:00:00+00:00,1.3531913136175437
2024-08-19 09:00:00+00:00,1.3667874183999493
2024-08-19 10:00:00+00:00,1.40906540118209
2024-08-19 11:00:00+00:00,1.1744650015927136
2024-08-19 12:00:00+00:00,1.29829418651217
2024-08-19 13:00:00+00:00,1.312255854378999
2024-08-19 14:00:00+00:00,1.3212749475654804
2024-08-19 15:00:00+00:00,1.2865893391324421
2024-08-19 16:00:00+00:00,1.5135209828703666
2024-08-19 17:00:00+00:00,1.4297831952296718
2024-08-19 18:00:00+00:00,1.2377963718774896
2024-08-19 19:00:00+00:00,1.6436171964085096
2024-08-19 20:00:00+00:00,1.6751653364288988
2024-08-19 21:00:00+00:00,1.519001344501909
2024-08-19 22:00:00+00:00,1.6301714218908436
2024-08-19 23:00:00+00:00,1.7078355507546255
