,predicted_mean
2024-08-18 12:00:00+00:00,1.7252936711080817
2024-08-18 13:00:00+00:00,1.8317919072224544
2024-08-18 14:00:00+00:00,2.0218822195851094
2024-08-18 15:00:00+00:00,2.020828129455484
2024-08-18 16:00:00+00:00,2.0958512673466863
2024-08-18 17:00:00+00:00,2.0401865607970344
2024-08-18 18:00:00+00:00,2.142633665280455
2024-08-18 19:00:00+00:00,2.2218882090105248
2024-08-18 20:00:00+00:00,2.3169247927925984
2024-08-18 21:00:00+00:00,2.2649744470859647
2024-08-18 22:00:00+00:00,2.3077131848050834
2024-08-18 23:00:00+00:00,2.2538801720258554
2024-08-19 00:00:00+00:00,2.386958184766142
2024-08-19 01:00:00+00:00,2.170169631866819
2024-08-19 02:00:00+00:00,2.2036041217133393
2024-08-19 03:00:00+00:00,2.102441151991046
2024-08-19 04:00:00+00:00,2.0924717863502025
2024-08-19 05:00:00+00:00,2.329312830126068
2024-08-19 06:00:00+00:00,2.3650296695887745
2024-08-19 07:00:00+00:00,2.3723989713068514
2024-08-19 08:00:00+00:00,2.298117772149129
2024-08-19 09:00:00+00:00,2.3001223377899103
2024-08-19 10:00:00+00:00,2.322204542225827
2024-08-19 11:00:00+00:00,2.3100377523035482
2024-08-19 12:00:00+00:00,2.3020532576256576
2024-08-19 13:00:00+00:00,2.2848280286432714
2024-08-19 14:00:00+00:00,2.297144342337189
2024-08-19 15:00:00+00:00,2.2949180127033957
2024-08-19 16:00:00+00:00,2.3087107330956806
2024-08-19 17:00:00+00:00,2.2870439425065285
2024-08-19 18:00:00+00:00,2.3068934859553405
2024-08-19 19:00:00+00:00,2.4962387171331044
2024-08-19 20:00:00+00:00,2.5523010616396045
2024-08-19 21:00:00+00:00,2.316677223174232
2024-08-19 22:00:00+00:00,2.3333643496634906
2024-08-19 23:00:00+00:00,2.3390173315485807
