item_id,timestamp,mean,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
5,2024-08-18 12:00:00,0.20792301695147825,-0.1080593340019668,-0.018428603711422173,0.04761559981750291,0.1366075477504022,0.20792301695147825,0.28447321403530723,0.352631863026368,0.42840558989935457,0.5619380204653251
5,2024-08-18 13:00:00,0.18930395118433482,-0.21443310579037975,-0.08399141319085125,0.00850460872566799,0.10211242412451453,0.18930395118433482,0.2529736228449343,0.3388191810964649,0.4426793582580209,0.6151232880756962
5,2024-08-18 14:00:00,0.19127395364022756,-0.37098838545335217,-0.1481776580833224,-0.058524455418064766,0.05759230628381405,0.19127395364022756,0.28016551602211764,0.3778726232862671,0.506318183663428,0.6756429667202124
5,2024-08-18 15:00:00,0.10671866845918226,-0.3067027520238679,-0.14825965340998815,-0.049890259782499405,0.020070421597591172,0.10671866845918226,0.2218745512392012,0.3249343497907774,0.4372941977681381,0.570365727128939
5,2024-08-18 16:00:00,0.1589660953313964,-0.31029535519198476,-0.18262083361757792,-0.05290123844371014,0.06224149001973158,0.1589660953313964,0.29903071309647666,0.3961547171113755,0.5277981647769313,0.7250986275943533
5,2024-08-18 17:00:00,0.2182751144064686,-0.36752969074846786,-0.23098988058736736,-0.07799098052904145,0.07990435581621241,0.2182751144064686,0.30631570263052477,0.43104075301142974,0.5568744856002582,0.821361005701275
5,2024-08-18 18:00:00,0.17246143195355446,-0.38923562398512973,-0.21296923279720423,-0.06792722066081947,0.04760809432814728,0.17246143195355446,0.30595922679248894,0.38463826767211406,0.5060698826700524,0.703037558030705
5,2024-08-18 19:00:00,0.19390018920149804,-0.5154942897759659,-0.2644012296776036,-0.08931235749924726,0.0877382113450118,0.19390018920149804,0.27556532494612385,0.40976769510623384,0.5967572489343372,0.9803434644055449
5,2024-08-18 20:00:00,0.1996902585488659,-0.5574117723157035,-0.3152487003258509,-0.1399358984129663,0.02419672168843161,0.1996902585488659,0.3509087751466879,0.5260522255997558,0.634504780336416,0.8980444323912854
5,2024-08-18 21:00:00,0.1910871869110967,-0.5358476111144443,-0.3255322108130056,-0.12000384734644648,0.0726134648237822,0.1910871869110967,0.3135957796285125,0.4124822649713088,0.5915136481911252,0.8062412815872702
5,2024-08-18 22:00:00,0.22841553850403082,-0.6020231551179744,-0.32225941671440306,-0.14778421663201574,0.007686314379033223,0.22841553850403082,0.36284888994432646,0.44918472564156675,0.6156695352313537,0.8414660307038854
5,2024-08-18 23:00:00,0.10420201643539317,-0.619796533873077,-0.35814080296703193,-0.18236064161214008,-0.018307299524622157,0.10420201643539317,0.2730418409210199,0.4531893199916018,0.6599599825804715,0.8832601862156043
5,2024-08-19 00:00:00,0.11936957723400404,-0.6138784170984648,-0.3465545458292129,-0.13443905715935484,0.013684573766463676,0.11936957723400404,0.2880120262757174,0.44618543659567933,0.6402087881620686,0.8857958185097721
5,2024-08-19 01:00:00,0.17534320513457186,-0.6167383025687588,-0.40051218845344866,-0.21820658807352108,0.04620959181940824,0.17534320513457186,0.29092897186750893,0.3966646126225506,0.654326852955552,0.8613880872195958
5,2024-08-19 02:00:00,0.1004234671057786,-0.6073914011660313,-0.4422656722253595,-0.19850952249503878,-0.07284771700298766,0.1004234671057786,0.23549134496807703,0.43046752049250836,0.6156757190902202,0.8552276974983698
5,2024-08-19 03:00:00,0.07255972121348908,-0.6162371058911941,-0.41074583250876895,-0.25569297423534887,-0.12348499557100318,0.07255972121348908,0.2912763278243821,0.4863481870395906,0.6044384986769842,0.8533820789761941
5,2024-08-19 04:00:00,0.08509595781396252,-0.6289426386002549,-0.40784895815398653,-0.24241056149733758,-0.1179084187061653,0.08509595781396252,0.2679696332767651,0.4198732951418786,0.6160076571789327,0.8737632470986787
5,2024-08-19 05:00:00,0.13307273423024946,-0.7925143239883409,-0.4479766778157913,-0.23744264437695717,-0.08537492274783683,0.13307273423024946,0.3107418004444302,0.4808490564648158,0.7391953648705831,1.0284014975806275
5,2024-08-19 06:00:00,0.12589982101846658,-0.9143173984253553,-0.5741156361366445,-0.28004206731929343,-0.10466030697577293,0.12589982101846658,0.3643883817781456,0.5868819677633016,0.8014976759990545,1.1310241294496448
5,2024-08-19 07:00:00,0.10566151530560959,-0.8118514191097131,-0.5444492014005989,-0.27847292695638176,-0.15697017546320324,0.10566151530560959,0.28719627315762675,0.5922685836319543,0.7794089055763753,1.115484510025977
5,2024-08-19 08:00:00,0.1054732429947853,-0.9396662093564911,-0.5958974334239595,-0.4138206933659768,-0.09322949987087749,0.1054732429947853,0.29937167029818834,0.5210289861703427,0.7629123372561927,1.187804848077867
5,2024-08-19 09:00:00,0.08377058448115286,-0.8085978427970894,-0.5488202429646176,-0.3816638061402496,-0.1780313940235294,0.08377058448115286,0.37302780946557185,0.5503096921333605,0.7781866642676328,1.082869774985257
5,2024-08-19 10:00:00,0.041066872587989314,-0.9939781994650777,-0.6838918546548148,-0.4061934188063195,-0.16781394628731305,0.041066872587989314,0.3856933622500618,0.698069367016854,0.9877207384454507,1.4094382131250074
5,2024-08-19 11:00:00,0.11004581938783463,-0.8701093399041678,-0.6185335039533365,-0.32624087237674,-0.14356337682303016,0.11004581938783463,0.3295301531497615,0.600475656972546,0.7786511761372876,1.1815818566730323
5,2024-08-19 12:00:00,0.13802125017042302,-0.878250790051581,-0.6709521676868706,-0.3067519017817878,-0.13713486515232193,0.13802125017042302,0.38367409461262963,0.6466116674262035,0.9121042408109125,1.2572205944228454
5,2024-08-19 13:00:00,0.11826391349886388,-1.1238350774952917,-0.7455250877236557,-0.4467682778697684,-0.12765734439935666,0.11826391349886388,0.40308346563125785,0.6281014076496212,1.0639348556273371,1.351010747647459
