,predicted_mean
2024-08-18 12:00:00+00:00,1737869702.196647
2024-08-18 13:00:00+00:00,1893382810.4887202
2024-08-18 14:00:00+00:00,1791580584.8395324
2024-08-18 15:00:00+00:00,1616850462.7032218
2024-08-18 16:00:00+00:00,1535918178.9590375
2024-08-18 17:00:00+00:00,1567758476.4649189
2024-08-18 18:00:00+00:00,1514122712.4943962
2024-08-18 19:00:00+00:00,1248879761.2852223
2024-08-18 20:00:00+00:00,1158001905.3173177
2024-08-18 21:00:00+00:00,1042819613.1153686
2024-08-18 22:00:00+00:00,935787262.3051181
2024-08-18 23:00:00+00:00,936929775.0834801
2024-08-19 00:00:00+00:00,983155464.7658441
2024-08-19 01:00:00+00:00,908805453.96303
2024-08-19 02:00:00+00:00,852555912.308447
2024-08-19 03:00:00+00:00,846567294.8354219
2024-08-19 04:00:00+00:00,868431093.1346655
2024-08-19 05:00:00+00:00,939697808.5156548
2024-08-19 06:00:00+00:00,1450103655.4840698
2024-08-19 07:00:00+00:00,1646922881.442024
2024-08-19 08:00:00+00:00,1956268874.6663027
2024-08-19 09:00:00+00:00,2230462003.7511306
2024-08-19 10:00:00+00:00,2158145678.977002
2024-08-19 11:00:00+00:00,2328741371.742798
2024-08-19 12:00:00+00:00,2259670137.679956
2024-08-19 13:00:00+00:00,2062836084.748417
2024-08-19 14:00:00+00:00,1735353154.2005954
2024-08-19 15:00:00+00:00,1498716650.4005237
2024-08-19 16:00:00+00:00,1464537116.957348
2024-08-19 17:00:00+00:00,1501960575.197585
2024-08-19 18:00:00+00:00,1364263448.7616215
2024-08-19 19:00:00+00:00,1223602865.371586
2024-08-19 20:00:00+00:00,1075693429.2755382
2024-08-19 21:00:00+00:00,960251313.8912704
2024-08-19 22:00:00+00:00,865208267.2080536
2024-08-19 23:00:00+00:00,866045415.151566
